393,32
698,136
665,63
1130,78
13,17
420,34
432,47
568,18
331,143
632,175
841,170
52,28
784,27
1650,48
283,113
541,247
800,91
1943,226
749,235
1366,94
679,9
338,259
455,165
53,167
785,206
549,290
656,66
416,181
263,348
220,301
213,316
476,280
1429,176
974,190
224,326
686,217
1002,212
1029,52
716,295
783,64
328,137
1288,335
132,270
694,100
1447,191
168,343
877,240
444,317
48,178
774,320
1537,345
596,109
495,498
569,363
1633,393
553,454
261,398
586,79
520,134
1473,440
633,661
622,356
428,12
252,57
743,11
1779,3
550,87
282,51
138,93
457,50
639,8
109,146
722,106
1799,89
1904,25
970,102
1157,5
253,40
1330,49
408,221
162,145
205,81
482,122
1860,202
372,169
480,141
1293,227
1619,163
28,194
260,214
1140,251
1001,158
309,101
1397,312
1151,150
388,193
1018,62
1020,275
593,200
378,360
277,282
882,237
1909,391
1426,329
111,349
3,370
981,422
675,124
1919,90
772,147
248,480
2,400
928,650
229,16
238,4
1605,346
332,233
452,304
1979,368
387,42
767,116
1421,118
55,74
26,103
42,153
281,211
1025,119
327,20
1519,1
1740,161
237,126
112,127
1764,97
448,152
101,107
965,85
88,68
789,268
651,403
185,86
614,289
1832,383
1881,222
612,525
566,30
380,13
1248,76
543,80
136,18
208,115
1870,58
451,130
1303,98
516,138
1143,23
272,29
449,39
824,27
57,73
708,91
184,67
164,113
1915,165
740,185
1686,232
684,261
474,99
196,11
204,8
351,54
532,83
745,61
163,10
135,60
642,100
183,2
167,82
1876,33
585,123
652,174
225,114
1899,201
151,376
755,3
650,14
150,105
878,35
1485,49
1760,7
140,144
904,107
264,71
706,47
517,66
414,222
577,233
734,316
979,173
1906,196
548,171
403,312
442,104
630,98
301,18
247,118
1924,38
519,78
1625,172
1217,162
1390,139
95,524
497,13
397,33
1651,10
280,32
518,25
165,41
66,67
1689,163
637,53
1331,121
529,73
471,26
279,29
470,142
60,206
67,85
362,459
291,1179
102,18
156,46
267,106
19,172
